id,sample_accession,study_accession
ERR067737,SAMEA1016160,PRJEB2138
ERR067740,SAMEA1015923,PRJEB2138
ERR067742,SAMEA1015961,PRJEB2138
ERR067743,SAMEA1015973,PRJEB2138
ERR067744,SAMEA1015998,PRJEB2138
ERR067745,SAMEA1015987,PRJEB2138
ERR067748,SAMEA1016067,PRJEB2138
ERR067750,SAMEA1016120,PRJEB2138
ERR067751,SAMEA1016104,PRJEB2138
ERR067753,SAMEA1016140,PRJEB2138
ERR067754,SAMEA1016193,PRJEB2138
ERR067757,SAMEA1016145,PRJEB2138
ERR067758,SAMEA1016159,PRJEB2138
ERR067759,SAMEA1016097,PRJEB2138
ERR067761,SAMEA1016124,PRJEB2138
ERR067762,SAMEA1016068,PRJEB2138
ERR067763,SAMEA1016090,PRJEB2138
ERR067765,SAMEA1016060,PRJEB2138
ERR067766,SAMEA1015995,PRJEB2138
ERR067767,SAMEA1015939,PRJEB2138
ERR072019,SAMEA1019108,PRJEB2221
ERR072020,SAMEA1018881,PRJEB2221
ERR072021,SAMEA1019274,PRJEB2221
ERR072022,SAMEA1019282,PRJEB2221
ERR072023,SAMEA1019214,PRJEB2221
ERR072024,SAMEA1019244,PRJEB2221
ERR072025,SAMEA1019204,PRJEB2221
ERR072026,SAMEA1018931,PRJEB2221
ERR072027,SAMEA1019178,PRJEB2221
ERR072028,SAMEA1019166,PRJEB2221
ERR072029,SAMEA1018950,PRJEB2221
ERR072030,SAMEA1019150,PRJEB2221
ERR072031,SAMEA1018885,PRJEB2221
ERR072032,SAMEA1018936,PRJEB2221
ERR072034,SAMEA1018850,PRJEB2221
ERR072035,SAMEA1018972,PRJEB2221
ERR072036,SAMEA1019197,PRJEB2221
ERR072037,SAMEA1019263,PRJEB2221
ERR072038,SAMEA1018973,PRJEB2221
ERR072039,SAMEA1019291,PRJEB2221
ERR072040,SAMEA1019288,PRJEB2221
ERR072041,SAMEA1019301,PRJEB2221
ERR072042,SAMEA1018840,PRJEB2221
ERR072044,SAMEA1018998,PRJEB2221
ERR072045,SAMEA1018872,PRJEB2221
ERR072046,SAMEA1018891,PRJEB2221
ERR072047,SAMEA1018999,PRJEB2221
ERR072048,SAMEA1018920,PRJEB2221
ERR072050,SAMEA1019317,PRJEB2221
ERR072051,SAMEA1019004,PRJEB2221
ERR072065,SAMEA1019245,PRJEB2221
ERR072072,SAMEA1019092,PRJEB2221
ERR072077,SAMEA1019109,PRJEB2221
ERR072080,SAMEA1019297,PRJEB2221
ERR072087,SAMEA1018905,PRJEB2221
ERR072089,SAMEA1019323,PRJEB2221
ERR072094,SAMEA1019102,PRJEB2221
ERR072095,SAMEA1019137,PRJEB2221
ERR072096,SAMEA1019082,PRJEB2221
ERR1034714,SAMEA3558247,NA
ERR1034715,SAMEA3558248,NA
ERR1034716,SAMEA3558249,NA
ERR1034717,SAMEA3558250,NA
ERR1034718,SAMEA3558251,NA
ERR1034719,SAMEA3558252,NA
ERR1034720,SAMEA3558253,NA
ERR1034721,SAMEA3558254,NA
ERR1034723,SAMEA3558256,NA
ERR1034724,SAMEA3558257,NA
ERR1034725,SAMEA3558258,NA
ERR1034726,SAMEA3558259,NA
ERR1034727,SAMEA3558260,NA
ERR1034728,SAMEA3558261,NA
ERR1034729,SAMEA3558262,NA
ERR1034730,SAMEA3558263,NA
ERR1034731,SAMEA3558264,NA
ERR1034732,SAMEA3558265,NA
ERR1034733,SAMEA3558266,NA
ERR1034734,SAMEA3558267,NA
ERR1034735,SAMEA3558268,NA
ERR1034736,SAMEA3558269,NA
ERR1034737,SAMEA3558270,NA
ERR1034738,SAMEA3558271,NA
ERR1034739,SAMEA3558272,NA
ERR1034740,SAMEA3558273,NA
ERR1034741,SAMEA3558274,NA
ERR1034742,SAMEA3558275,NA
ERR1034743,SAMEA3558276,NA
ERR1034744,SAMEA3558277,NA
ERR1034745,SAMEA3558278,NA
ERR1034746,SAMEA3558279,NA
ERR1034747,SAMEA3558280,NA
ERR1034748,SAMEA3558281,NA
ERR1034749,SAMEA3558282,NA
ERR1034750,SAMEA3558283,NA
ERR1034751,SAMEA3558284,NA
ERR1034752,SAMEA3558285,NA
ERR1034753,SAMEA3558286,NA
ERR1034754,SAMEA3558287,NA
ERR1034755,SAMEA3558288,NA
ERR1034756,SAMEA3558289,NA
ERR1034758,SAMEA3558291,NA
ERR1034759,SAMEA3558292,NA
ERR1034760,SAMEA3558293,NA
ERR1034761,SAMEA3558294,NA
ERR1034762,SAMEA3558295,NA
ERR1034763,SAMEA3558296,NA
ERR1034764,SAMEA3558297,NA
ERR1034766,SAMEA3558299,NA
ERR1034767,SAMEA3558300,NA
ERR1034768,SAMEA3558301,NA
ERR1034769,SAMEA3558302,NA
ERR1034770,SAMEA3558303,NA
ERR1034771,SAMEA3558304,NA
ERR1034772,SAMEA3558305,NA
ERR1034773,SAMEA3558306,NA
ERR1034774,SAMEA3558307,NA
ERR1034775,SAMEA3558308,NA
ERR1034776,SAMEA3558309,NA
ERR1034777,SAMEA3558310,NA
ERR1034778,SAMEA3558311,NA
ERR1034779,SAMEA3558312,NA
ERR1034780,SAMEA3558313,NA
ERR1034781,SAMEA3558314,NA
ERR1034782,SAMEA3558315,NA
ERR1034783,SAMEA3558316,NA
ERR1034784,SAMEA3558317,NA
ERR1034785,SAMEA3558318,NA
ERR1034786,SAMEA3558319,NA
ERR1034787,SAMEA3558320,NA
ERR1034788,SAMEA3558321,NA
ERR1034789,SAMEA3558322,NA
ERR1034790,SAMEA3558323,NA
ERR1034792,SAMEA3558325,NA
ERR1034794,SAMEA3558327,NA
ERR1034795,SAMEA3558328,NA
ERR1034796,SAMEA3558329,NA
ERR1034797,SAMEA3558330,NA
ERR1034798,SAMEA3558331,NA
ERR1034799,SAMEA3558332,NA
ERR1034800,SAMEA3558333,NA
ERR1034801,SAMEA3558334,NA
ERR1034802,SAMEA3558335,NA
ERR1034803,SAMEA3558336,NA
ERR1034804,SAMEA3558337,NA
ERR1034811,SAMEA3558344,NA
ERR1034812,SAMEA3558345,NA
ERR1034813,SAMEA3558346,NA
ERR1034814,SAMEA3558347,NA
ERR1034815,SAMEA3558348,NA
ERR1034816,SAMEA3558349,NA
ERR1034817,SAMEA3558350,NA
ERR1034819,SAMEA3558352,NA
ERR1034820,SAMEA3558353,NA
ERR1034821,SAMEA3558354,NA
ERR1034822,SAMEA3558355,NA
ERR1034823,SAMEA3558356,NA
ERR1034824,SAMEA3558357,NA
ERR1034825,SAMEA3558358,NA
ERR1034826,SAMEA3558359,NA
ERR1034827,SAMEA3558360,NA
ERR1034828,SAMEA3558361,NA
ERR1034829,SAMEA3558362,NA
ERR1034830,SAMEA3558363,NA
ERR1034831,SAMEA3558364,NA
ERR1034832,SAMEA3558365,NA
ERR1034833,SAMEA3558366,NA
ERR1034834,SAMEA3558367,NA
ERR1034835,SAMEA3558368,NA
ERR1034836,SAMEA3558369,NA
ERR1034837,SAMEA3558370,NA
ERR1034838,SAMEA3558371,NA
ERR1034839,SAMEA3558372,NA
ERR1034840,SAMEA3558373,NA
ERR1034841,SAMEA3558374,NA
ERR1034842,SAMEA3558375,NA
ERR1034843,SAMEA3558376,NA
ERR1034844,SAMEA3558377,NA
ERR1034845,SAMEA3558378,NA
ERR1034846,SAMEA3558379,NA
ERR1034847,SAMEA3558380,NA
ERR1034848,SAMEA3558381,NA
ERR1034849,SAMEA3558382,NA
ERR1034850,SAMEA3558383,NA
ERR1034851,SAMEA3558384,NA
ERR1034852,SAMEA3558385,NA
ERR1034853,SAMEA3558386,NA
ERR1034854,SAMEA3558387,NA
ERR1034855,SAMEA3558388,NA
ERR1034856,SAMEA3558389,NA
ERR1034857,SAMEA3558390,NA
ERR1034858,SAMEA3558391,NA
ERR1034859,SAMEA3558392,NA
ERR1034860,SAMEA3558393,NA
ERR1034861,SAMEA3558394,NA
ERR1034862,SAMEA3558395,NA
ERR1034863,SAMEA3558396,NA
ERR1034864,SAMEA3558397,NA
ERR1034865,SAMEA3558398,NA
ERR1034866,SAMEA3558399,NA
ERR1034867,SAMEA3558400,NA
ERR1034868,SAMEA3558401,NA
ERR1034869,SAMEA3558402,NA
ERR1034870,SAMEA3558403,NA
ERR1034871,SAMEA3558404,NA
ERR1034872,SAMEA3558405,NA
ERR1034873,SAMEA3558406,NA
ERR1034874,SAMEA3558407,NA
ERR1034875,SAMEA3558408,NA
ERR1034876,SAMEA3558409,NA
ERR1034877,SAMEA3558410,NA
ERR1034878,SAMEA3558411,NA
ERR1034879,SAMEA3558412,NA
ERR1034880,SAMEA3558413,NA
ERR1034881,SAMEA3558414,NA
ERR1034882,SAMEA3558415,NA
ERR1034883,SAMEA3558416,NA
ERR1034885,SAMEA3558418,NA
ERR1034886,SAMEA3558419,NA
ERR1034887,SAMEA3558420,NA
ERR1034888,SAMEA3558421,NA
ERR1034889,SAMEA3558422,NA
ERR1034890,SAMEA3558423,NA
ERR1034891,SAMEA3558424,NA
ERR1034892,SAMEA3558425,NA
ERR1034893,SAMEA3558426,NA
ERR1034894,SAMEA3558427,NA
ERR1034895,SAMEA3558428,NA
ERR1034896,SAMEA3558429,NA
ERR1034897,SAMEA3558430,NA
ERR1034898,SAMEA3558431,NA
ERR1034899,SAMEA3558432,NA
ERR1034900,SAMEA3558433,NA
ERR1034901,SAMEA3558434,NA
ERR1034902,SAMEA3558435,NA
ERR1034903,SAMEA3558436,NA
ERR1034904,SAMEA3558437,NA
ERR1034905,SAMEA3558438,NA
ERR1034906,SAMEA3558439,NA
ERR1034907,SAMEA3558440,NA
ERR1034908,SAMEA3558441,NA
ERR1034909,SAMEA3558442,NA
ERR1034910,SAMEA3558443,NA
ERR1034912,SAMEA3558445,NA
ERR1034913,SAMEA3558446,NA
ERR1034914,SAMEA3558447,NA
ERR1034915,SAMEA3558448,NA
ERR1034916,SAMEA3558449,NA
ERR1034917,SAMEA3558450,NA
ERR1034918,SAMEA3558451,NA
ERR1034919,SAMEA3558452,NA
ERR1034920,SAMEA3558453,NA
ERR1034921,SAMEA3558454,NA
ERR1034922,SAMEA3558455,NA
ERR1034923,SAMEA3558456,NA
ERR1034924,SAMEA3558457,NA
ERR1034925,SAMEA3558458,NA
ERR1034926,SAMEA3558459,NA
ERR1034927,SAMEA3558460,NA
ERR1034928,SAMEA3558461,NA
ERR1034929,SAMEA3558462,NA
ERR1034930,SAMEA3558463,NA
ERR1034931,SAMEA3558464,NA
ERR1034932,SAMEA3558465,NA
ERR1034933,SAMEA3558466,NA
ERR1034934,SAMEA3558467,NA
ERR1034935,SAMEA3558468,NA
ERR1034936,SAMEA3558469,NA
ERR1034937,SAMEA3558470,NA
ERR1034938,SAMEA3558471,NA
ERR1034939,SAMEA3558472,NA
ERR1034940,SAMEA3558473,NA
ERR1034941,SAMEA3558474,NA
ERR1034942,SAMEA3558475,NA
ERR1034943,SAMEA3558476,NA
ERR1034944,SAMEA3558477,NA
ERR1034946,SAMEA3558479,NA
ERR1034947,SAMEA3558480,NA
ERR1034948,SAMEA3558481,NA
ERR1034949,SAMEA3558482,NA
ERR1034952,SAMEA3558485,NA
ERR1034953,SAMEA3558486,NA
ERR1034954,SAMEA3558487,NA
ERR1034955,SAMEA3558488,NA
ERR1034956,SAMEA3558489,NA
ERR1034957,SAMEA3558490,NA
ERR1034958,SAMEA3558491,NA
ERR1034959,SAMEA3558492,NA
ERR1034960,SAMEA3558493,NA
ERR1034961,SAMEA3558494,NA
ERR1034962,SAMEA3558495,NA
ERR1034963,SAMEA3558496,NA
ERR1034964,SAMEA3558497,NA
ERR1034965,SAMEA3558498,NA
ERR1034966,SAMEA3558499,NA
ERR1034967,SAMEA3558500,NA
ERR1034968,SAMEA3558501,NA
ERR1034969,SAMEA3558502,NA
ERR1034970,SAMEA3558503,NA
ERR1034971,SAMEA3558504,NA
ERR1034972,SAMEA3558505,NA
ERR1034973,SAMEA3558506,NA
ERR1034974,SAMEA3558507,NA
ERR1034975,SAMEA3558508,NA
ERR1034976,SAMEA3558509,NA
ERR1034977,SAMEA3558510,NA
ERR1034978,SAMEA3558511,NA
ERR1034979,SAMEA3558512,NA
ERR1034980,SAMEA3558513,NA
ERR1034981,SAMEA3558514,NA
ERR1034982,SAMEA3558515,NA
ERR1034983,SAMEA3558516,NA
ERR1034984,SAMEA3558517,NA
ERR1034985,SAMEA3558518,NA
ERR1034986,SAMEA3558519,NA
ERR1034987,SAMEA3558520,NA
ERR1034988,SAMEA3558521,NA
ERR1034989,SAMEA3558522,NA
ERR1034990,SAMEA3558523,NA
ERR1034991,SAMEA3558524,NA
ERR1034992,SAMEA3558525,NA
ERR1034993,SAMEA3558526,NA
ERR1034994,SAMEA3558527,NA
ERR1034995,SAMEA3558528,NA
ERR1034996,SAMEA3558529,NA
ERR1034997,SAMEA3558530,NA
ERR1034998,SAMEA3558531,NA
ERR1034999,SAMEA3558532,NA
ERR1035000,SAMEA3558533,NA
ERR1035001,SAMEA3558534,NA
ERR1035002,SAMEA3558535,NA
ERR1035004,SAMEA3558537,NA
ERR1035005,SAMEA3558538,NA
ERR1035006,SAMEA3558539,NA
ERR1035007,SAMEA3558540,NA
ERR1035008,SAMEA3558541,NA
ERR1035009,SAMEA3558542,NA
ERR1035010,SAMEA3558543,NA
ERR1035011,SAMEA3558544,NA
ERR1035012,SAMEA3558545,NA
ERR1035013,SAMEA3558546,NA
ERR1035014,SAMEA3558547,NA
ERR1035015,SAMEA3558548,NA
ERR1035016,SAMEA3558549,NA
ERR1035017,SAMEA3558550,NA
ERR1035018,SAMEA3558551,NA
ERR1035019,SAMEA3558552,NA
ERR1035020,SAMEA3558553,NA
ERR1035021,SAMEA3558554,NA
ERR1035022,SAMEA3558555,NA
ERR1035023,SAMEA3558556,NA
ERR1035024,SAMEA3558557,NA
ERR1035025,SAMEA3558558,NA
ERR1035026,SAMEA3558559,NA
ERR1035027,SAMEA3558560,NA
ERR1035028,SAMEA3558561,NA
ERR1035029,SAMEA3558562,NA
ERR1035030,SAMEA3558563,NA
ERR1035031,SAMEA3558564,NA
ERR1035032,SAMEA3558565,NA
ERR1035033,SAMEA3558566,NA
ERR1035034,SAMEA3558567,NA
ERR1035035,SAMEA3558568,NA
ERR1035036,SAMEA3558569,NA
ERR1035037,SAMEA3558570,NA
ERR1035038,SAMEA3558571,NA
ERR1035039,SAMEA3558572,NA
ERR1035040,SAMEA3558573,NA
ERR1035041,SAMEA3558574,NA
ERR1035042,SAMEA3558575,NA
ERR1035043,SAMEA3558576,NA
ERR1035044,SAMEA3558577,NA
ERR1035045,SAMEA3558578,NA
ERR1035047,SAMEA3558580,NA
ERR1035048,SAMEA3558581,NA
ERR1035049,SAMEA3558582,NA
ERR1035050,SAMEA3558583,NA
ERR1035051,SAMEA3558584,NA
ERR1035052,SAMEA3558585,NA
ERR1035053,SAMEA3558586,NA
ERR1035054,SAMEA3558587,NA
ERR1035055,SAMEA3558588,NA
ERR1035056,SAMEA3558589,NA
ERR1035057,SAMEA3558590,NA
ERR1035058,SAMEA3558591,NA
ERR1035060,SAMEA3558593,NA
ERR1035061,SAMEA3558594,NA
ERR1035062,SAMEA3558595,NA
ERR1035063,SAMEA3558596,NA
ERR1035064,SAMEA3558597,NA
ERR1035065,SAMEA3558598,NA
ERR1035066,SAMEA3558599,NA
ERR1035067,SAMEA3558600,NA
ERR1035068,SAMEA3558601,NA
ERR1035069,SAMEA3558602,NA
ERR1035071,SAMEA3558604,NA
ERR1035072,SAMEA3558605,NA
ERR1035073,SAMEA3558606,NA
ERR1035075,SAMEA3558608,NA
ERR1035076,SAMEA3558609,NA
ERR1035077,SAMEA3558610,NA
ERR1035078,SAMEA3558611,NA
ERR1035079,SAMEA3558612,NA
ERR1035080,SAMEA3558613,NA
ERR1035081,SAMEA3558614,NA
ERR1035083,SAMEA3558616,NA
ERR1035084,SAMEA3558617,NA
ERR1035085,SAMEA3558618,NA
ERR1035086,SAMEA3558619,NA
ERR1035087,SAMEA3558620,NA
ERR1035088,SAMEA3558621,NA
ERR1035089,SAMEA3558622,NA
ERR1035090,SAMEA3558623,NA
ERR1035092,SAMEA3558625,NA
ERR1035093,SAMEA3558626,NA
ERR1035094,SAMEA3558627,NA
ERR1035095,SAMEA3558628,NA
ERR1035096,SAMEA3558629,NA
ERR1035097,SAMEA3558630,NA
ERR1035098,SAMEA3558631,NA
ERR1035099,SAMEA3558632,NA
ERR1035100,SAMEA3558633,NA
ERR1035101,SAMEA3558634,NA
ERR1035102,SAMEA3558635,NA
ERR1035103,SAMEA3558636,NA
ERR1035104,SAMEA3558637,NA
ERR1035105,SAMEA3558638,NA
ERR1035107,SAMEA3558640,NA
ERR1035108,SAMEA3558641,NA
ERR1035109,SAMEA3558642,NA
ERR1035110,SAMEA3558643,NA
ERR1035111,SAMEA3558644,NA
ERR1035112,SAMEA3558645,NA
ERR1035113,SAMEA3558646,NA
ERR1035114,SAMEA3558647,NA
ERR1035115,SAMEA3558648,NA
ERR1035116,SAMEA3558649,NA
ERR1035117,SAMEA3558650,NA
ERR1035118,SAMEA3558651,NA
ERR1035119,SAMEA3558652,NA
ERR1035120,SAMEA3558653,NA
ERR1035121,SAMEA3558654,NA
ERR1035123,SAMEA3558656,NA
ERR1035124,SAMEA3558657,NA
ERR1035125,SAMEA3558658,NA
ERR1035126,SAMEA3558659,NA
ERR1035127,SAMEA3558660,NA
ERR1035128,SAMEA3558661,NA
ERR1035129,SAMEA3558662,NA
ERR1035130,SAMEA3558663,NA
ERR1035131,SAMEA3558664,NA
ERR1035132,SAMEA3558665,NA
ERR1035133,SAMEA3558666,NA
ERR1035134,SAMEA3558667,NA
ERR1035135,SAMEA3558668,NA
ERR1035136,SAMEA3558669,NA
ERR1035137,SAMEA3558670,NA
ERR1035139,SAMEA3558672,NA
ERR1035140,SAMEA3558673,NA
ERR1035141,SAMEA3558674,NA
ERR1035142,SAMEA3558675,NA
ERR1035143,SAMEA3558676,NA
ERR1035144,SAMEA3558677,NA
ERR1035145,SAMEA3558678,NA
ERR1035147,SAMEA3558680,NA
ERR1035148,SAMEA3558681,NA
ERR1035149,SAMEA3558682,NA
ERR1035150,SAMEA3558683,NA
ERR1035152,SAMEA3558685,NA
ERR1035153,SAMEA3558686,NA
ERR1035154,SAMEA3558687,NA
ERR1035155,SAMEA3558688,NA
ERR1035156,SAMEA3558689,NA
ERR1035158,SAMEA3558691,NA
ERR1035159,SAMEA3558692,NA
ERR1035160,SAMEA3558693,NA
ERR1035161,SAMEA3558694,NA
ERR1035163,SAMEA3558696,NA
ERR1035164,SAMEA3558697,NA
ERR1035165,SAMEA3558698,NA
ERR1035166,SAMEA3558699,NA
ERR1035167,SAMEA3558700,NA
ERR1035168,SAMEA3558701,NA
ERR1035169,SAMEA3558702,NA
ERR1035170,SAMEA3558703,NA
ERR1035171,SAMEA3558704,NA
ERR1035172,SAMEA3558705,NA
ERR1035173,SAMEA3558706,NA
ERR1035174,SAMEA3558707,NA
ERR1035175,SAMEA3558708,NA
ERR1035176,SAMEA3558709,NA
ERR1035177,SAMEA3558710,NA
ERR1035178,SAMEA3558711,NA
ERR1035179,SAMEA3558712,NA
ERR1035181,SAMEA3558714,NA
ERR1035191,SAMEA3558724,NA
ERR1035192,SAMEA3558725,NA
ERR1035193,SAMEA3558726,NA
ERR1035194,SAMEA3558727,NA
ERR1035196,SAMEA3558729,NA
ERR1035198,SAMEA3558731,NA
ERR1035199,SAMEA3558732,NA
ERR1035200,SAMEA3558733,NA
ERR1035202,SAMEA3558735,NA
ERR1035203,SAMEA3558736,NA
ERR1035204,SAMEA3558737,NA
ERR1035207,SAMEA3558740,NA
ERR1035208,SAMEA3558741,NA
ERR1035209,SAMEA3558742,NA
ERR1035210,SAMEA3558743,NA
ERR1035211,SAMEA3558744,NA
ERR1035213,SAMEA3558746,NA
ERR1035214,SAMEA3558747,NA
ERR1035215,SAMEA3558748,NA
ERR1035216,SAMEA3558749,NA
ERR1035217,SAMEA3558750,NA
ERR1035219,SAMEA3558752,NA
ERR1035221,SAMEA3558754,NA
ERR1035222,SAMEA3558755,NA
ERR1035224,SAMEA3558757,NA
ERR1035225,SAMEA3558758,NA
ERR1035226,SAMEA3558759,NA
ERR1035227,SAMEA3558760,NA
ERR1035228,SAMEA3558761,NA
ERR1035230,SAMEA3558763,NA
ERR1035231,SAMEA3558764,NA
ERR1035232,SAMEA3558765,NA
ERR1035234,SAMEA3558767,NA
ERR1035235,SAMEA3558768,NA
ERR1035236,SAMEA3558769,NA
ERR1035237,SAMEA3558770,NA
ERR1035238,SAMEA3558771,NA
ERR1035240,SAMEA3558773,NA
ERR1035241,SAMEA3558774,NA
ERR1035242,SAMEA3558775,NA
ERR1035243,SAMEA3558776,NA
ERR1035244,SAMEA3558777,NA
ERR1035245,SAMEA3558778,NA
ERR1035246,SAMEA3558779,NA
ERR1035247,SAMEA3558780,NA
ERR1035248,SAMEA3558781,NA
ERR1035249,SAMEA3558782,NA
ERR1035250,SAMEA3558783,NA
ERR1035251,SAMEA3558784,NA
ERR1035252,SAMEA3558785,NA
ERR1035253,SAMEA3558786,NA
ERR1035254,SAMEA3558787,NA
ERR1035255,SAMEA3558788,NA
ERR1035256,SAMEA3558789,NA
ERR1035257,SAMEA3558790,NA
ERR1035258,SAMEA3558791,NA
ERR1035259,SAMEA3558792,NA
ERR1035260,SAMEA3558793,NA
ERR1035261,SAMEA3558794,NA
ERR1035262,SAMEA3558795,NA
ERR1035263,SAMEA3558796,NA
ERR1035264,SAMEA3558797,NA
ERR1035265,SAMEA3558798,NA
ERR1035266,SAMEA3558799,NA
ERR1035267,SAMEA3558800,NA
ERR1035268,SAMEA3558801,NA
ERR1035269,SAMEA3558802,NA
ERR1035270,SAMEA3558803,NA
ERR1035271,SAMEA3558804,NA
ERR1035272,SAMEA3558805,NA
ERR1035273,SAMEA3558806,NA
ERR1035274,SAMEA3558807,NA
ERR1035275,SAMEA3558808,NA
ERR1035276,SAMEA3558809,NA
ERR1035277,SAMEA3558810,NA
ERR1035278,SAMEA3558811,NA
ERR1035279,SAMEA3558812,NA
ERR1035280,SAMEA3558813,NA
ERR1035281,SAMEA3558814,NA
ERR1035282,SAMEA3558815,NA
ERR1035283,SAMEA3558816,NA
ERR1035284,SAMEA3558817,NA
ERR1035285,SAMEA3558818,NA
ERR1035286,SAMEA3558819,NA
ERR1035287,SAMEA3558820,NA
ERR1035288,SAMEA3558821,NA
ERR1035289,SAMEA3558822,NA
ERR1035290,SAMEA3558823,NA
ERR1035291,SAMEA3558824,NA
ERR1035292,SAMEA3558825,NA
ERR1035293,SAMEA3558826,NA
ERR1035294,SAMEA3558827,NA
ERR1035295,SAMEA3558828,NA
ERR1035296,SAMEA3558829,NA
ERR1035297,SAMEA3558830,NA
ERR1035298,SAMEA3558831,NA
ERR1035299,SAMEA3558832,NA
ERR1035300,SAMEA3558833,NA
ERR1035301,SAMEA3558834,NA
ERR1035302,SAMEA3558835,NA
ERR1035303,SAMEA3558836,NA
ERR1035304,SAMEA3558837,NA
ERR1035305,SAMEA3558838,NA
ERR1035306,SAMEA3558839,NA
ERR1035307,SAMEA3558840,NA
ERR1035308,SAMEA3558841,NA
ERR1035309,SAMEA3558842,NA
ERR1035310,SAMEA3558843,NA
ERR1035311,SAMEA3558844,NA
ERR1035312,SAMEA3558845,NA
ERR1035313,SAMEA3558846,NA
ERR1035314,SAMEA3558847,NA
ERR1035315,SAMEA3558848,NA
ERR1035316,SAMEA3558849,NA
ERR1035317,SAMEA3558850,NA
ERR1035318,SAMEA3558851,NA
ERR1035319,SAMEA3558852,NA
ERR1035320,SAMEA3558853,NA
ERR1035321,SAMEA3558854,NA
ERR1035322,SAMEA3558855,NA
ERR1035323,SAMEA3558856,NA
ERR1035324,SAMEA3558857,NA
ERR1035325,SAMEA3558858,NA
ERR1035326,SAMEA3558859,NA
ERR1035327,SAMEA3558860,NA
ERR1035328,SAMEA3558861,NA
ERR1035329,SAMEA3558862,NA
ERR1035330,SAMEA3558863,NA
ERR1035331,SAMEA3558864,NA
ERR1035332,SAMEA3558865,NA
ERR1035333,SAMEA3558866,NA
ERR1035334,SAMEA3558867,NA
ERR1035335,SAMEA3558868,NA
ERR1035336,SAMEA3558869,NA
ERR1035337,SAMEA3558870,NA
ERR1035338,SAMEA3558871,NA
ERR1035339,SAMEA3558872,NA
ERR1035340,SAMEA3558873,NA
ERR1035341,SAMEA3558874,NA
ERR1035342,SAMEA3558875,NA
ERR1035343,SAMEA3558876,NA
ERR1035344,SAMEA3558877,NA
ERR1035345,SAMEA3558878,NA
ERR1035346,SAMEA3558879,NA
ERR1035347,SAMEA3558880,NA
ERR1035348,SAMEA3558881,NA
ERR1035349,SAMEA3558882,NA
ERR1035350,SAMEA3558883,NA
ERR1035351,SAMEA3558884,NA
ERR1035352,SAMEA3558885,NA
ERR1035353,SAMEA3558886,NA
ERR1035354,SAMEA3558887,NA
ERR1035355,SAMEA3558888,NA
ERR1035356,SAMEA3558889,NA
ERR1035357,SAMEA3558890,NA
ERR1035358,SAMEA3558891,NA
ERR1035359,SAMEA3558892,NA
ERR1035361,SAMEA3558894,NA
ERR1035362,SAMEA3558895,NA
ERR1035363,SAMEA3558896,NA
ERR1035364,SAMEA3558897,NA
ERR1036274,SAMEA3562766,NA
ERR1036275,SAMEA3562767,NA
ERR1036276,SAMEA3562768,NA
ERR1036277,SAMEA3562769,NA
ERR1036278,SAMEA3562770,NA
ERR1036279,SAMEA3562771,NA
ERR1036280,SAMEA3562772,NA
ERR1036281,SAMEA3562773,NA
ERR1036282,SAMEA3562774,NA
ERR1036283,SAMEA3562775,NA
ERR1036284,SAMEA3562776,NA
ERR1036285,SAMEA3562777,NA
ERR1036286,SAMEA3562778,NA
ERR1036287,SAMEA3562779,NA
ERR1036288,SAMEA3562780,NA
ERR1036289,SAMEA3562782,NA
ERR1036290,SAMEA3562783,NA
ERR1036291,SAMEA3562784,NA
ERR1036292,SAMEA3562785,NA
ERR1036293,SAMEA3562786,NA
ERR1036294,SAMEA3562787,NA
ERR1036295,SAMEA3562788,NA
ERR1036296,SAMEA3562789,NA
ERR1036297,SAMEA3562790,NA
ERR1036298,SAMEA3562791,NA
ERR108126,SAMEA1317649,NA
ERR108128,SAMEA1317678,NA
ERR108129,SAMEA1317629,NA
ERR108130,SAMEA1317646,NA
ERR108131,SAMEA1317650,NA
ERR108132,SAMEA1317669,NA
ERR108133,SAMEA1317624,NA
ERR108134,SAMEA1317676,NA
ERR108135,SAMEA1317652,NA
ERR108136,SAMEA1317639,NA
ERR108137,SAMEA1317618,NA
ERR108138,SAMEA1317664,NA
ERR108139,SAMEA1317677,NA
ERR108140,SAMEA1317658,NA
ERR108141,SAMEA1317637,NA
ERR108142,SAMEA1317627,NA
ERR108143,SAMEA1317641,NA
ERR108144,SAMEA1317653,NA
ERR108145,SAMEA1317666,NA
ERR108146,SAMEA1317626,NA
ERR108147,SAMEA1317643,NA
ERR108148,SAMEA1317663,NA
ERR108149,SAMEA1317648,NA
ERR108150,SAMEA1317660,NA
ERR108151,SAMEA1317644,NA
ERR108152,SAMEA1317625,NA
ERR108153,SAMEA1317656,NA
ERR108154,SAMEA1317654,NA
ERR108155,SAMEA1317665,NA
ERR108156,SAMEA1317628,NA
ERR108157,SAMEA1317632,NA
ERR108158,SAMEA1317651,NA
ERR108159,SAMEA1317672,NA
ERR108160,SAMEA1317619,NA
ERR108161,SAMEA1317631,NA
ERR108162,SAMEA1317642,NA
ERR108163,SAMEA1317661,NA
ERR108164,SAMEA1317675,NA
ERR108165,SAMEA1317668,NA
ERR108166,SAMEA1317622,NA
ERR108167,SAMEA1317635,NA
ERR108168,SAMEA1317657,NA
ERR108171,SAMEA1317647,NA
ERR108172,SAMEA1317633,NA
ERR108173,SAMEA1317638,NA
